DAT;RR;RRI;FF;DD;FXI;DXI;T;TD;U;PMER;UV;RAD;IC;WINDCHILL
15/02/2015-22:35;0.0;0.0;6.4;225.0;8.0;None;21.4;19.4;88.0;1014.26;0.0;0.0;21.4;21.4
15/02/2015-22:40;0.0;0.0;4.8;225.0;8.0;None;21.4;19.3;88.0;1014.32;0.0;0.0;21.4;21.4
15/02/2015-22:45;0.0;0.0;6.4;225.0;9.7;None;21.4;19.3;88.0;1014.22;0.0;0.0;21.4;21.4
15/02/2015-22:50;0.0;0.0;6.4;225.0;8.0;None;21.4;19.3;88.0;1014.22;0.0;0.0;21.4;21.4
15/02/2015-22:55;0.0;0.0;4.8;225.0;8.0;None;21.3;19.5;89.0;1014.19;0.0;0.0;21.3;21.3
15/02/2015-23:00;0.0;0.0;6.4;225.0;8.0;None;21.3;19.5;89.0;1014.16;0.0;0.0;21.3;21.3
15/02/2015-23:05;0.0;0.0;6.4;225.0;8.0;None;21.3;19.2;88.0;1014.19;0.0;0.0;21.3;21.3
15/02/2015-23:10;0.0;0.0;6.4;225.0;9.7;None;21.2;19.2;88.0;1014.12;0.0;0.0;21.2;21.2
15/02/2015-23:15;0.0;0.0;6.4;225.0;9.7;None;21.2;19.2;88.0;1014.12;0.0;0.0;21.2;21.2
15/02/2015-23:20;0.0;0.0;6.4;225.0;9.7;None;21.2;19.2;88.0;1014.09;0.0;0.0;21.2;21.2
15/02/2015-23:25;0.0;0.0;4.8;225.0;8.0;None;21.2;19.2;88.0;1014.05;0.0;0.0;21.2;21.2
15/02/2015-23:30;0.0;0.0;4.8;225.0;8.0;None;21.2;19.1;88.0;1014.05;0.0;0.0;21.2;21.2
15/02/2015-23:35;0.0;0.0;4.8;225.0;8.0;None;21.2;19.1;88.0;1014.02;0.0;0.0;21.2;21.2
15/02/2015-23:40;0.0;0.0;6.4;225.0;8.0;None;21.1;19.2;89.0;1013.99;0.0;0.0;21.1;21.1
15/02/2015-23:45;0.0;0.0;4.8;225.0;8.0;None;21.1;19.2;89.0;1014.02;0.0;0.0;21.1;21.1
15/02/2015-23:50;0.0;0.0;4.8;225.0;6.4;None;21.1;19.2;89.0;1014.02;0.0;0.0;21.1;21.1
15/02/2015-23:55;0.0;0.0;6.4;225.0;8.0;None;21.1;19.2;89.0;1014.05;0.0;0.0;21.1;21.1
16/02/2015-00:00;0.0;0.0;6.4;225.0;8.0;None;21.1;19.2;89.0;1014.12;0.0;0.0;21.1;21.1
16/02/2015-00:05;0.0;0.0;4.8;225.0;8.0;None;21.1;19.2;89.0;1014.16;0.0;0.0;21.1;21.1
16/02/2015-00:10;0.0;0.0;4.8;225.0;9.7;None;21.1;19.2;89.0;1014.05;0.0;0.0;21.1;21.1
16/02/2015-00:15;0.0;0.0;6.4;225.0;11.3;None;21.1;19.0;88.0;1014.09;0.0;0.0;21.1;21.1
16/02/2015-00:20;0.0;0.0;4.8;225.0;9.7;None;21.1;19.0;88.0;1014.16;0.0;0.0;21.1;21.1
16/02/2015-00:25;0.0;0.0;6.4;225.0;9.7;None;21.1;19.0;88.0;1014.09;0.0;0.0;21.1;21.1
16/02/2015-00:30;0.0;0.0;4.8;225.0;8.0;None;21.1;19.1;88.0;1014.09;0.0;0.0;21.1;21.1
16/02/2015-00:35;0.0;0.0;6.4;225.0;9.7;None;21.1;19.1;88.0;1014.09;0.0;0.0;21.1;21.1
16/02/2015-00:40;0.0;0.0;6.4;225.0;9.7;None;21.1;19.1;88.0;1014.12;0.0;0.0;21.1;21.1
16/02/2015-00:45;0.0;0.0;6.4;225.0;11.3;None;21.1;19.2;89.0;1014.12;0.0;0.0;21.1;21.1
16/02/2015-00:50;0.0;0.0;4.8;225.0;8.0;None;21.1;19.0;88.0;1014.02;0.0;0.0;21.1;21.1
16/02/2015-00:55;0.0;0.0;4.8;225.0;9.7;None;21.1;19.0;88.0;1013.99;0.0;0.0;21.1;21.1
16/02/2015-01:00;0.0;0.0;4.8;225.0;8.0;None;21.0;19.1;89.0;1013.95;0.0;0.0;21.0;21.0
16/02/2015-01:05;0.0;0.0;6.4;225.0;11.3;None;21.0;19.1;89.0;1013.92;0.0;0.0;21.0;21.0
16/02/2015-01:10;0.0;0.0;6.4;225.0;9.7;None;20.9;19.1;89.0;1013.85;0.0;0.0;20.9;20.9
16/02/2015-01:15;0.0;0.0;6.4;225.0;9.7;None;20.9;18.9;88.0;1013.85;0.0;0.0;20.9;20.9
16/02/2015-01:20;0.0;0.0;6.4;225.0;11.3;None;20.9;18.9;88.0;1013.75;0.0;0.0;20.9;20.9
16/02/2015-01:25;0.0;0.0;8.0;225.0;11.3;None;21.0;19.0;88.0;1013.72;0.0;0.0;21.0;21.0
16/02/2015-01:30;0.0;0.0;6.4;225.0;11.3;None;21.1;18.8;87.0;1013.72;0.0;0.0;21.1;21.1
16/02/2015-01:35;0.0;0.0;6.4;225.0;9.7;None;21.1;18.9;87.0;1013.75;0.0;0.0;21.1;21.1
16/02/2015-01:40;0.0;0.0;6.4;225.0;9.7;None;21.1;18.9;87.0;1013.68;0.0;0.0;21.1;21.1
16/02/2015-01:45;0.0;0.0;4.8;225.0;8.0;None;21.1;19.1;88.0;1013.68;0.0;0.0;21.1;21.1
16/02/2015-01:50;0.0;0.0;4.8;225.0;8.0;None;21.1;18.9;87.0;1013.61;0.0;0.0;21.1;21.1
16/02/2015-01:55;0.0;0.0;6.4;225.0;9.7;None;21.1;18.8;87.0;1013.58;0.0;0.0;21.1;21.1
16/02/2015-02:00;0.0;0.0;6.4;225.0;9.7;None;21.0;18.8;87.0;1013.58;0.0;0.0;21.0;21.0
16/02/2015-02:05;0.0;0.0;4.8;202.0;9.7;None;21.1;18.6;86.0;1013.61;0.0;0.0;21.1;21.1
16/02/2015-02:10;0.0;0.0;6.4;225.0;9.7;None;21.1;18.8;87.0;1013.61;0.0;0.0;21.1;21.1
16/02/2015-02:15;0.0;0.0;3.2;202.0;8.0;None;21.1;18.8;87.0;1013.55;0.0;0.0;21.1;21.1
16/02/2015-02:20;0.0;0.0;3.2;225.0;6.4;None;21.0;18.8;87.0;1013.48;0.0;0.0;21.0;21.0
16/02/2015-02:25;0.0;0.0;6.4;225.0;11.3;None;21.0;18.6;86.0;1013.44;0.0;0.0;21.0;21.0
16/02/2015-02:30;0.0;0.0;4.8;225.0;9.7;None;21.0;18.6;86.0;1013.44;0.0;0.0;21.0;21.0
16/02/2015-02:35;0.0;0.0;6.4;225.0;14.5;None;21.0;18.6;86.0;1013.38;0.0;0.0;21.0;21.0
16/02/2015-02:40;0.0;0.0;8.0;225.0;14.5;None;21.1;18.3;84.0;1013.38;0.0;0.0;21.1;21.1
16/02/2015-02:45;0.0;0.0;8.0;225.0;16.1;None;21.2;18.4;84.0;1013.34;0.0;0.0;21.2;21.2
16/02/2015-02:50;0.0;0.0;8.0;225.0;12.9;None;21.3;18.5;84.0;1013.28;0.0;0.0;21.3;21.3
16/02/2015-02:55;0.0;0.0;6.4;225.0;9.7;None;21.3;18.5;84.0;1013.24;0.0;0.0;21.3;21.3
16/02/2015-03:00;0.0;0.0;6.4;225.0;9.7;None;21.3;18.7;85.0;1013.17;0.0;0.0;21.3;21.3
16/02/2015-03:05;0.0;0.0;6.4;225.0;11.3;None;21.2;18.6;85.0;1013.17;0.0;0.0;21.2;21.2
16/02/2015-03:10;0.0;0.0;6.4;225.0;9.7;None;21.1;18.5;85.0;1013.04;0.0;0.0;21.1;21.1
16/02/2015-03:15;0.0;0.0;4.8;225.0;8.0;None;21.1;18.5;85.0;1013.14;0.0;0.0;21.1;21.1
16/02/2015-03:20;0.0;0.0;4.8;225.0;8.0;None;21.0;18.4;85.0;1013.07;0.0;0.0;21.0;21.0
16/02/2015-03:25;0.0;0.0;6.4;225.0;8.0;None;21.0;18.4;85.0;1013.17;0.0;0.0;21.0;21.0
16/02/2015-03:30;0.0;0.0;6.4;225.0;9.7;None;20.9;18.2;84.0;1013.11;0.0;0.0;20.9;20.9
16/02/2015-03:35;0.0;0.0;6.4;225.0;9.7;None;20.9;18.1;84.0;1013.14;0.0;0.0;20.9;20.9
16/02/2015-03:40;0.0;0.0;6.4;225.0;9.7;None;20.9;18.3;85.0;1013.14;0.0;0.0;20.9;20.9
16/02/2015-03:45;0.0;0.0;6.4;225.0;8.0;None;20.8;18.0;84.0;1013.21;0.0;0.0;20.8;20.8
16/02/2015-03:50;0.0;0.0;6.4;225.0;8.0;None;20.8;18.0;84.0;1013.28;0.0;0.0;20.8;20.8
16/02/2015-03:55;0.0;0.0;6.4;225.0;8.0;None;20.8;18.2;85.0;1013.28;0.0;0.0;20.8;20.8
16/02/2015-04:00;0.0;0.0;6.4;225.0;9.7;None;20.8;18.2;85.0;1013.41;0.0;0.0;20.8;20.8
16/02/2015-04:05;0.0;0.0;6.4;225.0;11.3;None;20.8;18.2;85.0;1013.34;0.0;0.0;20.8;20.8
16/02/2015-04:10;0.0;0.0;6.4;225.0;9.7;None;20.7;18.1;85.0;1013.34;0.0;0.0;20.7;20.7
16/02/2015-04:15;0.0;0.0;6.4;225.0;8.0;None;20.7;18.1;85.0;1013.34;0.0;0.0;20.7;20.7
16/02/2015-04:20;0.0;0.0;6.4;225.0;8.0;None;20.7;18.1;85.0;1013.34;0.0;0.0;20.7;20.7
16/02/2015-04:25;0.0;0.0;6.4;225.0;9.7;None;20.7;18.1;85.0;1013.38;0.0;0.0;20.7;20.7
16/02/2015-04:30;0.0;0.0;6.4;225.0;8.0;None;20.6;18.0;85.0;1013.48;0.0;0.0;20.6;20.6
16/02/2015-04:35;0.0;0.0;6.4;225.0;11.3;None;20.7;18.3;86.0;1013.51;0.0;0.0;20.7;20.7
16/02/2015-04:40;0.0;0.0;6.4;225.0;9.7;None;20.7;18.1;85.0;1013.51;0.0;0.0;20.7;20.7
16/02/2015-04:45;0.0;0.0;4.8;225.0;9.7;None;20.6;18.0;85.0;1013.48;0.0;0.0;20.6;20.6
16/02/2015-04:50;0.0;0.0;6.4;225.0;9.7;None;20.6;18.0;85.0;1013.51;0.0;0.0;20.6;20.6
16/02/2015-04:55;0.0;0.0;6.4;225.0;12.9;None;20.7;18.1;85.0;1013.61;0.0;0.0;20.7;20.7
16/02/2015-05:00;0.0;0.0;6.4;225.0;11.3;None;20.7;17.9;84.0;1013.61;0.0;0.0;20.7;20.7
16/02/2015-05:05;0.0;0.0;6.4;225.0;9.7;None;20.7;17.9;84.0;1013.61;0.0;0.0;20.7;20.7
16/02/2015-05:10;0.0;0.0;4.8;225.0;9.7;None;20.7;17.9;84.0;1013.58;0.0;0.0;20.7;20.7
16/02/2015-05:15;0.0;0.0;4.8;225.0;9.7;None;20.7;18.1;85.0;1013.58;0.0;0.0;20.7;20.7
16/02/2015-05:20;0.0;0.0;4.8;225.0;8.0;None;20.7;17.9;84.0;1013.58;0.0;0.0;20.7;20.7
16/02/2015-05:25;0.0;0.0;4.8;225.0;8.0;None;20.7;18.1;85.0;1013.61;0.0;0.0;20.7;20.7
16/02/2015-05:30;0.0;0.0;8.0;225.0;11.3;None;20.7;18.1;85.0;1013.72;0.0;0.0;20.7;20.7
16/02/2015-05:35;0.0;0.0;6.4;225.0;12.9;None;20.7;18.1;85.0;1013.75;0.0;0.0;20.7;20.7
16/02/2015-05:40;0.0;0.0;4.8;225.0;9.7;None;20.8;18.2;85.0;1013.68;0.0;0.0;20.8;20.8
16/02/2015-05:45;0.0;0.0;6.4;225.0;12.9;None;20.8;18.2;85.0;1013.68;0.0;0.0;20.8;20.8
16/02/2015-05:50;0.0;0.0;6.4;225.0;12.9;None;20.8;18.2;85.0;1013.72;0.0;0.0;20.8;20.8
16/02/2015-05:55;0.0;0.0;6.4;225.0;9.7;None;20.8;18.2;85.0;1013.68;0.0;0.0;20.8;20.8
16/02/2015-06:00;0.0;0.0;6.4;225.0;9.7;None;20.8;18.4;86.0;1013.75;0.0;0.0;20.8;20.8
16/02/2015-06:05;0.0;0.0;4.8;225.0;9.7;None;20.8;18.4;86.0;1013.92;0.0;0.0;20.8;20.8
16/02/2015-06:10;0.0;0.0;4.8;202.0;9.7;None;20.8;18.6;87.0;1013.95;0.0;0.0;20.8;20.8
16/02/2015-06:15;0.0;0.0;4.8;225.0;8.0;None;20.8;18.6;87.0;1013.95;0.0;3.0;20.8;20.8
16/02/2015-06:20;0.0;0.0;4.8;225.0;8.0;None;20.8;18.8;88.0;1013.99;0.0;7.0;20.8;20.8
16/02/2015-06:25;0.0;0.0;6.4;225.0;9.7;None;20.8;18.7;88.0;1014.05;0.0;14.0;20.8;20.8
16/02/2015-06:30;0.0;0.0;6.4;225.0;9.7;None;20.8;18.8;88.0;1014.16;0.0;37.0;20.8;20.8
16/02/2015-06:35;0.0;0.0;6.4;225.0;9.7;None;20.9;18.9;88.0;1014.12;0.0;53.0;20.9;20.9
16/02/2015-06:40;0.0;0.0;6.4;225.0;9.7;None;21.1;19.1;88.0;1014.16;0.0;79.0;21.1;21.1
16/02/2015-06:45;0.0;0.0;6.4;225.0;11.3;None;21.3;19.0;87.0;1014.26;0.0;55.0;21.3;21.3
16/02/2015-06:50;0.0;0.0;6.4;225.0;8.0;None;21.4;19.2;87.0;1014.36;0.0;60.0;21.4;21.4
16/02/2015-06:55;0.0;0.0;4.8;225.0;8.0;None;21.6;19.4;87.0;1014.43;0.0;32.0;21.6;21.6
16/02/2015-07:00;0.0;0.0;4.8;225.0;8.0;None;21.8;19.5;87.0;1014.49;0.0;73.0;21.8;21.8
16/02/2015-07:05;0.0;0.0;4.8;225.0;8.0;None;22.0;19.6;86.0;1014.6;0.0;35.0;22.0;22.0
16/02/2015-07:10;0.0;0.0;3.2;202.0;8.0;None;22.2;19.8;86.0;1014.63;0.0;45.0;22.2;22.2
16/02/2015-07:15;0.0;0.0;3.2;202.0;6.4;None;22.5;19.9;85.0;1014.63;0.0;43.0;22.5;22.5
16/02/2015-07:20;0.0;0.0;4.8;202.0;8.0;None;22.7;19.7;83.0;1014.66;1.0;78.0;22.7;22.7
16/02/2015-07:25;0.0;0.0;4.8;225.0;6.4;None;23.0;20.0;83.0;1014.73;0.0;50.0;23.0;23.0
16/02/2015-07:30;0.0;0.0;3.2;202.0;4.8;None;23.3;20.1;82.0;1014.8;0.0;40.0;23.3;23.3
16/02/2015-07:35;0.0;0.0;3.2;225.0;6.4;None;23.6;20.1;81.0;1014.83;0.0;42.0;23.6;23.6
16/02/2015-07:40;0.0;0.0;1.6;225.0;4.8;None;23.9;20.5;81.0;1014.8;0.0;43.0;23.9;23.9
16/02/2015-07:45;0.0;0.0;0.0;None;3.2;None;24.1;21.1;83.0;1014.9;0.0;45.0;24.1;24.1
16/02/2015-07:50;0.0;0.0;1.6;202.0;4.8;None;24.4;21.2;82.0;1014.93;0.0;46.0;24.4;24.4
16/02/2015-07:55;0.0;0.0;0.0;None;3.2;None;24.7;21.3;81.0;1014.87;0.0;46.0;24.7;24.7
16/02/2015-08:00;0.0;0.0;1.6;135.0;4.8;None;24.9;20.7;77.0;1014.9;0.0;47.0;24.9;24.9
16/02/2015-08:05;0.0;0.0;1.6;135.0;4.8;None;25.2;21.3;79.0;1014.93;0.0;48.0;25.2;25.2
16/02/2015-08:10;0.0;0.0;1.6;158.0;3.2;None;25.4;20.9;76.0;1015.07;0.0;50.0;25.4;25.4
16/02/2015-08:15;0.0;0.0;1.6;158.0;4.8;None;25.7;20.9;75.0;1015.1;0.0;52.0;25.7;25.7
16/02/2015-08:20;0.0;0.0;0.0;None;3.2;None;25.9;21.1;75.0;1015.1;0.0;55.0;25.9;25.9
16/02/2015-08:25;0.0;0.0;3.2;68.0;6.4;None;26.2;21.2;74.0;1015.1;1.0;78.0;26.2;26.2
16/02/2015-08:30;0.0;0.0;1.6;135.0;4.8;None;26.4;21.5;74.0;1015.14;1.0;68.0;26.4;26.4
16/02/2015-08:35;0.0;0.0;1.6;135.0;4.8;None;26.8;21.8;74.0;1015.14;3.0;100.0;28.8;26.8
16/02/2015-08:40;0.0;0.0;1.6;112.0;6.4;None;26.9;21.7;73.0;1015.1;3.0;521.0;28.9;26.9
16/02/2015-08:45;0.0;0.0;3.2;135.0;6.4;None;27.2;22.0;73.0;1015.14;4.0;539.0;29.5;27.2
16/02/2015-08:50;0.0;0.0;1.6;68.0;6.4;None;27.3;22.1;73.0;1015.1;4.0;571.0;29.7;27.3
16/02/2015-08:55;0.0;0.0;3.2;135.0;6.4;None;27.6;21.9;71.0;1015.14;4.0;572.0;30.0;27.6
16/02/2015-09:00;0.0;0.0;3.2;135.0;6.4;None;27.9;22.0;70.0;1015.17;4.0;608.0;30.6;27.9
16/02/2015-09:05;0.0;0.0;3.2;68.0;9.7;None;28.2;21.7;68.0;1015.17;5.0;631.0;30.7;28.2
16/02/2015-09:10;0.0;0.0;3.2;68.0;11.3;None;28.2;22.0;69.0;1015.24;5.0;654.0;31.0;28.2
16/02/2015-09:15;0.0;0.0;4.8;68.0;14.5;None;28.3;22.1;69.0;1015.24;5.0;694.0;31.2;28.3
16/02/2015-09:20;0.0;0.0;3.2;68.0;8.0;None;28.2;22.0;69.0;1015.24;5.0;736.0;31.0;28.2
16/02/2015-09:25;0.0;0.0;6.4;68.0;17.7;None;28.3;21.8;68.0;1015.27;6.0;801.0;30.9;28.3
16/02/2015-09:30;0.0;0.0;6.4;68.0;17.7;None;28.1;21.9;69.0;1015.21;6.0;630.0;30.7;28.1
16/02/2015-09:35;0.0;0.0;4.8;68.0;12.9;None;28.2;22.2;70.0;1015.24;6.0;865.0;31.0;28.2
16/02/2015-09:40;0.0;0.0;8.0;68.0;19.3;None;28.3;22.1;69.0;1015.21;6.0;878.0;31.1;28.3
16/02/2015-09:45;0.0;0.0;9.7;68.0;19.3;None;27.9;21.9;70.0;1015.17;7.0;850.0;30.5;27.9
16/02/2015-09:50;0.0;0.0;4.8;68.0;14.5;None;28.0;22.3;71.0;1015.17;7.0;888.0;30.8;28.0
16/02/2015-09:55;0.0;0.0;6.4;68.0;14.5;None;28.0;22.3;71.0;1015.21;6.0;786.0;30.8;28.0
16/02/2015-10:00;0.0;0.0;6.4;68.0;14.5;None;27.9;22.2;71.0;1015.21;6.0;801.0;30.7;27.9
16/02/2015-10:05;0.0;0.0;8.0;68.0;16.1;None;27.9;22.2;71.0;1015.21;7.0;912.0;30.6;27.9
16/02/2015-10:10;0.0;0.0;4.8;68.0;14.5;None;28.1;22.6;72.0;1015.14;7.0;864.0;31.2;28.1
16/02/2015-10:15;0.0;0.0;3.2;90.0;12.9;None;28.6;22.8;71.0;1015.1;9.0;913.0;31.9;28.6
16/02/2015-10:20;0.0;0.0;3.2;22.0;8.0;None;28.8;22.8;70.0;1015.04;9.0;911.0;32.2;28.8
16/02/2015-10:25;0.0;0.0;4.8;68.0;12.9;None;28.9;22.2;67.0;1015.07;8.0;786.0;32.0;28.9
16/02/2015-10:30;0.0;0.0;6.4;90.0;14.5;None;28.3;22.4;70.0;1014.97;8.0;849.0;31.3;28.3
16/02/2015-10:35;0.0;0.0;3.2;90.0;12.9;None;28.6;21.9;67.0;1014.87;10.0;1033.0;31.3;28.6
16/02/2015-10:40;0.0;0.0;6.4;68.0;17.7;None;28.7;22.0;67.0;1014.87;10.0;1114.0;31.6;28.7
16/02/2015-10:45;0.0;0.0;6.4;68.0;17.7;None;28.5;22.1;68.0;1014.77;10.0;1068.0;31.4;28.5
16/02/2015-10:50;0.0;0.0;8.0;68.0;16.1;None;28.2;21.8;68.0;1014.7;10.0;1002.0;30.8;28.2
16/02/2015-10:55;0.0;0.0;6.4;68.0;12.9;None;28.3;21.6;67.0;1014.7;11.0;1035.0;30.8;28.3
16/02/2015-11:00;0.0;0.0;3.2;90.0;12.9;None;28.7;21.5;65.0;1014.7;11.0;1062.0;31.2;28.7
16/02/2015-11:05;0.0;0.0;4.8;68.0;9.7;None;28.7;21.3;64.0;1014.63;11.0;1040.0;31.2;28.7
16/02/2015-11:10;0.0;0.0;3.2;68.0;11.3;None;28.8;21.1;63.0;1014.56;11.0;1052.0;31.1;28.8
16/02/2015-11:15;0.0;0.0;3.2;90.0;11.3;None;29.0;21.5;64.0;1014.56;12.0;1074.0;31.7;29.0
16/02/2015-11:20;0.0;0.0;6.4;68.0;14.5;None;29.0;21.8;65.0;1014.46;12.0;1074.0;31.8;29.0
16/02/2015-11:25;0.0;0.0;4.8;68.0;11.3;None;29.1;22.3;67.0;1014.46;12.0;1105.0;32.3;29.1
16/02/2015-11:30;0.0;0.0;8.0;68.0;16.1;None;29.0;21.5;64.0;1014.46;12.0;1064.0;31.7;29.0
16/02/2015-11:35;0.0;0.0;6.4;68.0;16.1;None;29.0;21.8;65.0;1014.39;12.0;1040.0;31.8;29.0
16/02/2015-11:40;0.0;0.0;4.8;68.0;16.1;None;28.7;22.0;67.0;1014.39;11.0;950.0;31.6;28.7
16/02/2015-11:45;0.0;0.0;4.8;68.0;16.1;None;28.8;21.3;64.0;1014.36;11.0;862.0;31.3;28.8
16/02/2015-11:50;0.0;0.0;6.4;68.0;12.9;None;28.6;21.6;66.0;1014.26;12.0;1004.0;31.2;28.6
16/02/2015-11:55;0.0;0.0;4.8;0.0;12.9;None;28.9;22.0;66.0;1014.19;13.0;1085.0;31.9;28.9
16/02/2015-12:00;0.0;0.0;6.4;68.0;14.5;None;29.2;21.7;64.0;1014.16;12.0;1035.0;32.1;29.2
16/02/2015-12:05;0.0;0.0;6.4;68.0;14.5;None;28.8;21.3;64.0;1014.05;13.0;1072.0;31.3;28.8
16/02/2015-12:10;0.0;0.0;6.4;68.0;11.3;None;28.8;21.8;66.0;1013.92;13.0;1083.0;31.6;28.8
16/02/2015-12:15;0.0;0.0;6.4;68.0;12.9;None;28.8;21.9;66.0;1013.78;13.0;1068.0;31.7;28.8
16/02/2015-12:20;0.0;0.0;6.4;68.0;14.5;None;28.8;22.1;67.0;1013.78;13.0;1076.0;31.7;28.8
16/02/2015-12:25;0.0;0.0;4.8;68.0;11.3;None;29.0;22.0;66.0;1013.72;13.0;1079.0;32.0;29.0
16/02/2015-12:30;0.0;0.0;8.0;90.0;16.1;None;29.1;21.9;65.0;1013.65;13.0;1074.0;32.1;29.1
16/02/2015-12:35;0.0;0.0;6.4;68.0;16.1;None;29.0;21.8;65.0;1013.55;13.0;1061.0;31.8;29.0
16/02/2015-12:40;0.0;0.0;8.0;68.0;16.1;None;28.7;22.0;67.0;1013.44;13.0;1073.0;31.6;28.7
16/02/2015-12:45;0.0;0.0;4.8;68.0;11.3;None;28.9;22.2;67.0;1013.38;13.0;1155.0;32.0;28.9
16/02/2015-12:50;0.0;0.0;3.2;112.0;9.7;None;29.2;22.7;68.0;1013.28;13.0;1161.0;32.8;29.2
16/02/2015-12:55;0.0;0.0;8.0;68.0;14.5;None;29.2;22.5;67.0;1013.17;13.0;1113.0;32.6;29.2
16/02/2015-13:00;0.0;0.0;6.4;68.0;14.5;None;29.1;23.1;70.0;1013.04;13.0;1200.0;33.0;29.1
16/02/2015-13:05;0.0;0.0;6.4;68.0;16.1;None;29.2;23.2;70.0;1013.0;11.0;1073.0;33.1;29.2
16/02/2015-13:10;0.0;0.0;9.7;68.0;19.3;None;28.9;23.4;72.0;1012.94;11.0;1241.0;33.0;28.9
16/02/2015-13:15;0.0;0.0;8.0;68.0;17.7;None;28.9;23.4;72.0;1012.84;13.0;1194.0;32.9;28.9
16/02/2015-13:20;0.0;0.0;12.9;68.0;22.5;None;28.4;22.9;72.0;1012.87;11.0;853.0;31.9;28.4
16/02/2015-13:25;0.0;0.0;8.0;68.0;22.5;None;28.3;23.5;75.0;1012.87;11.0;1159.0;32.0;28.3
16/02/2015-13:30;0.0;0.0;9.7;68.0;20.9;None;28.4;23.2;73.0;1012.8;11.0;1151.0;32.0;28.4
16/02/2015-13:35;0.0;0.0;8.0;68.0;19.3;None;28.6;23.3;73.0;1012.73;11.0;1262.0;32.3;28.6
16/02/2015-13:40;0.0;0.0;9.7;68.0;20.9;None;28.3;23.0;73.0;1012.7;10.0;1130.0;31.7;28.3
16/02/2015-13:45;0.0;0.0;6.4;68.0;12.9;None;28.4;22.7;71.0;1012.56;11.0;1114.0;31.7;28.4
16/02/2015-13:50;0.0;0.0;8.0;68.0;14.5;None;28.6;23.0;72.0;1012.56;11.0;1152.0;32.1;28.6
16/02/2015-13:55;0.0;0.0;4.8;68.0;12.9;None;28.6;22.9;71.0;1012.5;11.0;1102.0;32.1;28.6
16/02/2015-14:00;0.0;0.0;8.0;68.0;17.7;None;28.6;23.1;72.0;1012.46;10.0;1074.0;32.2;28.6
16/02/2015-14:05;0.0;0.0;8.0;68.0;14.5;None;28.5;23.0;72.0;1012.43;9.0;1039.0;32.0;28.5
16/02/2015-14:10;0.0;0.0;6.4;68.0;16.1;None;28.4;22.9;72.0;1012.5;7.0;461.0;31.9;28.4
16/02/2015-14:15;0.0;0.0;8.0;68.0;17.7;None;27.9;22.6;73.0;1012.5;6.0;364.0;30.8;27.9
16/02/2015-14:20;0.0;0.0;8.0;68.0;17.7;None;27.9;22.9;74.0;1012.46;9.0;880.0;31.0;27.9
16/02/2015-14:25;0.0;0.0;8.0;68.0;14.5;None;28.2;23.2;74.0;1012.43;9.0;1197.0;31.7;28.2
16/02/2015-14:30;0.0;0.0;9.7;68.0;19.3;None;28.4;22.7;71.0;1012.36;8.0;914.0;31.6;28.4
16/02/2015-14:35;0.0;0.0;8.0;68.0;16.1;None;28.4;22.7;71.0;1012.39;9.0;1058.0;31.6;28.4
16/02/2015-14:40;0.0;0.0;9.7;68.0;17.7;None;28.1;22.8;73.0;1012.36;7.0;700.0;31.3;28.1
16/02/2015-14:45;0.0;0.0;8.0;68.0;16.1;None;28.1;22.6;72.0;1012.36;8.0;1123.0;31.0;28.1
16/02/2015-14:50;0.0;0.0;6.4;68.0;14.5;None;27.9;22.9;74.0;1012.33;6.0;1123.0;31.0;27.9
16/02/2015-14:55;0.0;0.0;8.0;68.0;14.5;None;27.7;22.4;73.0;1012.36;4.0;324.0;30.4;27.7
16/02/2015-15:00;0.0;0.0;6.4;68.0;16.1;None;27.4;22.2;73.0;1012.26;4.0;332.0;30.0;27.4
16/02/2015-15:05;0.0;0.0;6.4;68.0;16.1;None;27.3;22.5;75.0;1012.29;4.0;392.0;29.9;27.3
16/02/2015-15:10;0.0;0.0;4.8;68.0;11.3;None;27.4;22.8;76.0;1012.26;4.0;390.0;30.2;27.4
16/02/2015-15:15;0.0;0.0;6.4;68.0;12.9;None;27.3;23.0;77.0;1012.26;3.0;288.0;30.2;27.3
16/02/2015-15:20;0.0;0.0;4.8;68.0;11.3;None;27.2;23.0;78.0;1012.19;3.0;219.0;29.9;27.2
16/02/2015-15:25;0.0;0.0;4.8;68.0;9.7;None;27.0;23.1;79.0;1012.12;3.0;202.0;29.6;27.0
16/02/2015-15:30;0.0;0.0;4.8;90.0;8.0;None;26.9;23.2;80.0;1012.16;3.0;261.0;29.5;26.9
16/02/2015-15:35;0.0;0.0;6.4;68.0;14.5;None;26.9;23.0;79.0;1012.12;4.0;351.0;29.4;26.9
16/02/2015-15:40;0.0;0.0;4.8;68.0;14.5;None;26.9;22.8;78.0;1012.16;3.0;303.0;29.3;26.9
16/02/2015-15:45;0.0;0.0;4.8;68.0;12.9;None;26.9;23.0;79.0;1012.12;3.0;233.0;29.4;26.9
16/02/2015-15:50;0.0;0.0;4.8;68.0;11.3;None;26.8;22.7;78.0;1012.12;2.0;232.0;29.2;26.8
16/02/2015-15:55;0.0;0.0;4.8;68.0;11.3;None;26.9;23.0;79.0;1012.02;3.0;259.0;29.4;26.9
16/02/2015-16:00;0.0;0.0;6.4;68.0;12.9;None;26.8;22.9;79.0;1012.02;3.0;300.0;29.3;26.8
