DAT;RR;RRI;FF;DD;FXI;DXI;T;TD;U;PMER;UV;RAD;IC;WINDCHILL
25/02/2015-15:20;0.0;0.0;6.4;112.0;17.7;None;28.1;22.1;70.0;1007.18;3.0;282.0;30.8;28.1
25/02/2015-15:25;0.0;0.0;6.4;90.0;17.7;None;27.9;22.5;72.0;1007.18;3.0;205.0;30.8;27.9
25/02/2015-15:30;0.0;0.0;3.2;135.0;12.9;None;27.9;22.9;74.0;1007.32;3.0;188.0;31.0;27.9
25/02/2015-15:35;0.0;0.0;3.2;202.0;8.0;None;27.9;22.9;74.0;1007.32;3.0;198.0;31.1;27.9
25/02/2015-15:40;0.0;0.0;3.2;22.0;9.7;None;27.9;23.3;76.0;1007.25;2.0;195.0;31.3;27.9
25/02/2015-15:45;0.0;0.0;1.6;202.0;6.4;None;27.8;23.5;77.0;1007.21;2.0;191.0;31.3;27.8
25/02/2015-15:50;0.0;0.0;1.6;68.0;3.2;None;27.8;23.2;76.0;1007.28;2.0;204.0;31.1;27.8
25/02/2015-15:55;0.0;0.0;3.2;22.0;8.0;None;27.9;23.1;75.0;1007.25;2.0;223.0;31.1;27.9
25/02/2015-16:00;0.0;0.0;4.8;292.0;14.5;None;27.8;23.2;76.0;1007.28;2.0;195.0;31.1;27.8
25/02/2015-16:05;0.0;0.0;3.2;270.0;8.0;None;27.8;23.4;77.0;1007.25;2.0;169.0;31.1;27.8
25/02/2015-16:10;0.0;0.0;3.2;270.0;6.4;None;27.9;23.3;76.0;1007.35;2.0;211.0;31.3;27.9
25/02/2015-16:15;0.0;0.0;1.6;270.0;3.2;None;27.9;23.1;75.0;1007.35;2.0;217.0;31.2;27.9
25/02/2015-16:20;0.0;0.0;1.6;202.0;4.8;None;28.1;23.3;75.0;1007.35;2.0;250.0;31.6;28.1
25/02/2015-16:25;0.0;0.0;1.6;202.0;4.8;None;28.3;23.7;76.0;1007.28;2.0;272.0;32.1;28.3
25/02/2015-16:30;0.0;0.0;1.6;248.0;3.2;None;28.4;23.6;75.0;1007.21;2.0;203.0;32.2;28.4
25/02/2015-16:35;0.0;0.0;0.0;None;3.2;None;28.4;23.6;75.0;1007.21;2.0;189.0;32.4;28.4
25/02/2015-16:40;0.0;0.0;1.6;315.0;6.4;None;28.5;23.2;73.0;1007.21;2.0;210.0;32.2;28.5
25/02/2015-16:45;0.0;0.0;1.6;225.0;4.8;None;28.6;23.9;76.0;1007.18;2.0;205.0;32.8;28.6
25/02/2015-16:50;0.0;0.0;3.2;292.0;6.4;None;28.7;23.6;74.0;1007.21;1.0;172.0;32.7;28.7
25/02/2015-16:55;0.0;0.0;1.6;202.0;4.8;None;28.6;23.6;74.0;1007.18;1.0;140.0;32.6;28.6
25/02/2015-17:00;0.0;0.0;1.6;248.0;6.4;None;28.6;23.8;75.0;1007.21;1.0;117.0;32.8;28.6
25/02/2015-17:05;0.0;0.0;1.6;225.0;4.8;None;28.6;23.5;74.0;1007.21;1.0;96.0;32.4;28.6
25/02/2015-17:10;0.0;0.0;1.6;292.0;4.8;None;28.4;23.4;74.0;1007.35;1.0;81.0;32.2;28.4
25/02/2015-17:15;0.0;0.0;1.6;315.0;6.4;None;28.2;23.4;75.0;1007.42;1.0;78.0;31.9;28.2
25/02/2015-17:20;0.0;0.0;3.2;225.0;9.7;None;28.1;23.3;75.0;1007.42;1.0;81.0;31.6;28.1
25/02/2015-17:25;0.0;0.0;3.2;270.0;9.7;None;27.9;23.1;75.0;1007.42;1.0;93.0;31.2;27.9
25/02/2015-17:30;0.0;0.0;1.6;292.0;6.4;None;27.8;23.0;75.0;1007.52;1.0;98.0;30.9;27.8
25/02/2015-17:35;0.0;0.0;1.6;0.0;6.4;None;27.7;23.4;77.0;1007.55;0.0;90.0;31.0;27.7
25/02/2015-17:40;0.0;0.0;3.2;68.0;6.4;None;27.5;22.9;76.0;1007.48;0.0;72.0;30.4;27.5
25/02/2015-17:45;0.0;0.0;4.8;112.0;8.0;None;27.3;23.0;77.0;1007.55;0.0;66.0;30.2;27.3
25/02/2015-17:50;0.0;0.0;3.2;135.0;8.0;None;27.2;23.1;78.0;1007.69;0.0;46.0;30.0;27.2
25/02/2015-17:55;0.0;0.0;4.8;158.0;11.3;None;27.0;22.4;76.0;1007.65;0.0;36.0;29.4;27.0
25/02/2015-18:00;0.0;0.0;4.8;135.0;8.0;None;26.9;22.3;76.0;1007.69;0.0;36.0;29.2;26.9
25/02/2015-18:05;0.0;0.0;3.2;135.0;9.7;None;26.7;23.0;80.0;1007.79;0.0;32.0;26.7;26.7
25/02/2015-18:10;0.2;0.0;3.2;135.0;9.7;None;26.4;22.7;80.0;1007.86;0.0;29.0;26.4;26.4
25/02/2015-18:15;0.0;0.0;3.2;135.0;11.3;None;26.1;22.4;80.0;1007.76;0.0;21.0;26.1;26.1
25/02/2015-18:20;0.0;0.0;1.6;202.0;3.2;None;26.0;22.7;82.0;1007.86;0.0;16.0;26.0;26.0
25/02/2015-18:25;0.0;0.0;0.0;None;4.8;None;25.8;22.6;82.0;1007.89;0.0;12.0;25.8;25.8
25/02/2015-18:30;0.0;0.0;0.0;None;3.2;None;25.7;22.6;83.0;1007.92;0.0;9.0;25.7;25.7
25/02/2015-18:35;0.0;0.0;0.0;None;1.6;None;25.6;22.9;85.0;1007.99;0.0;6.0;25.6;25.6
25/02/2015-18:40;0.0;0.0;0.0;None;0.0;None;25.4;22.6;84.0;1007.99;0.0;5.0;25.4;25.4
25/02/2015-18:45;0.0;0.0;0.0;None;1.6;None;25.4;22.7;85.0;1007.99;0.0;1.0;25.4;25.4
25/02/2015-18:50;0.0;0.0;1.6;315.0;3.2;None;25.3;23.0;87.0;1007.99;0.0;0.0;25.3;25.3
25/02/2015-18:55;0.0;0.0;0.0;None;3.2;None;25.2;23.1;88.0;1008.03;0.0;0.0;25.2;25.2
25/02/2015-19:00;0.0;0.0;0.0;None;3.2;None;25.1;22.8;87.0;1008.03;0.0;0.0;25.1;25.1
25/02/2015-19:05;0.0;0.0;0.0;None;1.6;None;25.0;22.9;88.0;1008.09;0.0;0.0;25.0;25.0
25/02/2015-19:10;0.0;0.0;1.6;248.0;3.2;None;24.9;22.8;88.0;1008.13;0.0;0.0;24.9;24.9
25/02/2015-19:15;0.0;0.0;1.6;225.0;4.8;None;24.8;22.9;89.0;1008.13;0.0;0.0;24.8;24.8
25/02/2015-19:20;0.0;0.0;1.6;202.0;3.2;None;24.8;22.9;89.0;1008.16;0.0;0.0;24.8;24.8
25/02/2015-19:25;0.0;0.0;0.0;None;3.2;None;24.7;22.9;90.0;1008.2;0.0;0.0;24.7;24.7
25/02/2015-19:30;0.0;0.0;1.6;202.0;3.2;None;24.6;22.9;90.0;1008.2;0.0;0.0;24.6;24.6
25/02/2015-19:35;0.0;0.0;1.6;202.0;3.2;None;24.5;22.8;90.0;1008.23;0.0;0.0;24.5;24.5
25/02/2015-19:40;0.0;0.0;1.6;202.0;3.2;None;24.4;22.7;90.0;1008.33;0.0;0.0;24.4;24.4
25/02/2015-19:45;0.0;0.0;3.2;202.0;4.8;None;24.3;22.6;90.0;1008.4;0.0;0.0;24.3;24.3
25/02/2015-19:50;0.0;0.0;3.2;225.0;6.4;None;24.2;22.4;90.0;1008.33;0.0;0.0;24.2;24.2
25/02/2015-19:55;0.0;0.0;1.6;225.0;3.2;None;24.1;22.4;90.0;1008.4;0.0;0.0;24.1;24.1
25/02/2015-20:00;0.0;0.0;0.0;None;3.2;None;24.1;22.4;90.0;1008.47;0.0;0.0;24.1;24.1
25/02/2015-20:05;0.0;0.0;1.6;248.0;3.2;None;24.1;22.3;90.0;1008.57;0.0;0.0;24.1;24.1
25/02/2015-20:10;0.0;0.0;1.6;248.0;4.8;None;24.0;22.5;91.0;1008.6;0.0;0.0;24.0;24.0
25/02/2015-20:15;0.0;0.0;1.6;225.0;6.4;None;23.9;22.4;91.0;1008.7;0.0;0.0;23.9;23.9
25/02/2015-20:20;0.0;0.0;0.0;None;1.6;None;23.9;22.4;91.0;1008.74;0.0;0.0;23.9;23.9
25/02/2015-20:25;0.0;0.0;0.0;None;3.2;None;23.7;22.0;90.0;1008.74;0.0;0.0;23.7;23.7
25/02/2015-20:30;0.0;0.0;1.6;248.0;3.2;None;23.7;22.0;90.0;1008.74;0.0;0.0;23.7;23.7
25/02/2015-20:35;0.0;0.0;3.2;225.0;4.8;None;23.6;22.1;91.0;1008.67;0.0;0.0;23.6;23.6
25/02/2015-20:40;0.0;0.0;4.8;225.0;6.4;None;23.6;22.0;91.0;1008.7;0.0;0.0;23.6;23.6
25/02/2015-20:45;0.0;0.0;4.8;225.0;6.4;None;23.5;22.0;91.0;1008.74;0.0;0.0;23.5;23.5
25/02/2015-20:50;0.0;0.0;3.2;225.0;6.4;None;23.4;21.9;91.0;1008.84;0.0;0.0;23.4;23.4
25/02/2015-20:55;0.0;0.0;3.2;225.0;6.4;None;23.3;21.8;91.0;1008.84;0.0;0.0;23.3;23.3
25/02/2015-21:00;0.0;0.0;4.8;225.0;8.0;None;23.3;21.6;90.0;1008.91;0.0;0.0;23.3;23.3
25/02/2015-21:05;0.0;0.0;3.2;225.0;6.4;None;23.2;21.5;90.0;1008.94;0.0;0.0;23.2;23.2
25/02/2015-21:10;0.0;0.0;3.2;202.0;4.8;None;23.2;21.5;90.0;1009.08;0.0;0.0;23.2;23.2
25/02/2015-21:15;0.0;0.0;3.2;225.0;4.8;None;23.2;21.5;90.0;1009.08;0.0;0.0;23.2;23.2
25/02/2015-21:20;0.0;0.0;3.2;225.0;8.0;None;23.2;21.5;90.0;1009.08;0.0;0.0;23.2;23.2
25/02/2015-21:25;0.0;0.0;3.2;225.0;6.4;None;23.1;21.4;90.0;1009.11;0.0;0.0;23.1;23.1
25/02/2015-21:30;0.0;0.0;3.2;225.0;6.4;None;23.1;21.4;90.0;1009.01;0.0;0.0;23.1;23.1
25/02/2015-21:35;0.0;0.0;3.2;225.0;8.0;None;23.1;21.4;90.0;1009.04;0.0;0.0;23.1;23.1
25/02/2015-21:40;0.0;0.0;4.8;225.0;8.0;None;23.2;21.5;90.0;1009.08;0.0;0.0;23.2;23.2
25/02/2015-21:45;0.0;0.0;4.8;225.0;8.0;None;23.1;21.4;90.0;1009.08;0.0;0.0;23.1;23.1
25/02/2015-21:50;0.0;0.0;4.8;225.0;6.4;None;23.1;21.4;90.0;1009.11;0.0;0.0;23.1;23.1
25/02/2015-21:55;0.0;0.0;4.8;202.0;8.0;None;23.1;21.3;90.0;1009.11;0.0;0.0;23.1;23.1
25/02/2015-22:00;0.0;0.0;4.8;225.0;8.0;None;23.1;21.2;89.0;1009.11;0.0;0.0;23.1;23.1
25/02/2015-22:05;0.0;0.0;4.8;202.0;6.4;None;23.1;21.2;89.0;1009.14;0.0;0.0;23.1;23.1
25/02/2015-22:10;0.0;0.0;3.2;202.0;6.4;None;23.0;21.1;89.0;1009.21;0.0;0.0;23.0;23.0
25/02/2015-22:15;0.0;0.0;4.8;225.0;8.0;None;23.0;21.1;89.0;1009.25;0.0;0.0;23.0;23.0
25/02/2015-22:20;0.0;0.0;4.8;225.0;8.0;None;22.9;21.1;89.0;1009.25;0.0;0.0;22.9;22.9
25/02/2015-22:25;0.0;0.0;4.8;225.0;8.0;None;22.9;21.0;89.0;1009.25;0.0;0.0;22.9;22.9
25/02/2015-22:30;0.0;0.0;4.8;225.0;8.0;None;22.9;21.0;89.0;1009.25;0.0;0.0;22.9;22.9
25/02/2015-22:35;0.0;0.0;4.8;225.0;8.0;None;22.8;20.9;89.0;1009.38;0.0;0.0;22.8;22.8
25/02/2015-22:40;0.0;0.0;4.8;225.0;6.4;None;22.8;20.8;88.0;1009.41;0.0;0.0;22.8;22.8
25/02/2015-22:45;0.0;0.0;3.2;225.0;6.4;None;22.8;20.7;88.0;1009.38;0.0;0.0;22.8;22.8
25/02/2015-22:50;0.0;0.0;4.8;225.0;6.4;None;22.7;20.8;89.0;1009.45;0.0;0.0;22.7;22.7
25/02/2015-22:55;0.0;0.0;3.2;225.0;8.0;None;22.7;20.7;88.0;1009.41;0.0;0.0;22.7;22.7
25/02/2015-23:00;0.0;0.0;3.2;225.0;6.4;None;22.7;20.8;89.0;1009.41;0.0;0.0;22.7;22.7
25/02/2015-23:05;0.0;0.0;3.2;225.0;6.4;None;22.7;20.8;89.0;1009.35;0.0;0.0;22.7;22.7
25/02/2015-23:10;0.0;0.0;3.2;225.0;6.4;None;22.7;20.8;89.0;1009.28;0.0;0.0;22.7;22.7
25/02/2015-23:15;0.0;0.0;4.8;202.0;9.7;None;22.7;20.6;88.0;1009.14;0.0;0.0;22.7;22.7
25/02/2015-23:20;0.0;0.0;4.8;225.0;8.0;None;22.6;20.5;88.0;1009.08;0.0;0.0;22.6;22.6
25/02/2015-23:25;0.0;0.0;1.6;225.0;4.8;None;22.6;20.5;88.0;1009.01;0.0;0.0;22.6;22.6
25/02/2015-23:30;0.0;0.0;1.6;225.0;6.4;None;22.6;20.7;89.0;1009.04;0.0;0.0;22.6;22.6
25/02/2015-23:35;0.0;0.0;4.8;225.0;8.0;None;22.6;20.7;89.0;1009.01;0.0;0.0;22.6;22.6
25/02/2015-23:40;0.0;0.0;6.4;225.0;8.0;None;22.6;20.7;89.0;1008.97;0.0;0.0;22.6;22.6
25/02/2015-23:45;0.0;0.0;3.2;225.0;6.4;None;22.5;20.6;89.0;1008.87;0.0;0.0;22.5;22.5
25/02/2015-23:50;0.0;0.0;0.0;None;3.2;None;22.5;20.6;89.0;1008.87;0.0;0.0;22.5;22.5
25/02/2015-23:55;0.0;0.0;0.0;None;3.2;None;22.5;20.6;89.0;1008.87;0.0;0.0;22.5;22.5
26/02/2015-00:00;0.0;0.0;0.0;None;1.6;None;22.5;20.6;89.0;1008.84;0.0;0.0;22.5;22.5
26/02/2015-00:05;0.0;0.0;3.2;202.0;6.4;None;22.6;20.7;89.0;1008.84;0.0;0.0;22.6;22.6
26/02/2015-00:10;0.0;0.0;3.2;225.0;4.8;None;22.5;20.4;88.0;1008.81;0.0;0.0;22.5;22.5
26/02/2015-00:15;0.0;0.0;4.8;225.0;6.4;None;22.5;20.4;88.0;1008.77;0.0;0.0;22.5;22.5
26/02/2015-00:20;0.0;0.0;4.8;225.0;8.0;None;22.6;20.7;89.0;1008.74;0.0;0.0;22.6;22.6
26/02/2015-00:25;0.0;0.0;4.8;225.0;8.0;None;22.6;20.5;88.0;1008.64;0.0;0.0;22.6;22.6
26/02/2015-00:30;0.0;0.0;6.4;225.0;11.3;None;22.7;20.7;88.0;1008.57;0.0;0.0;22.7;22.7
26/02/2015-00:35;0.0;0.0;3.2;225.0;6.4;None;22.9;20.8;88.0;1008.5;0.0;0.0;22.9;22.9
26/02/2015-00:40;0.0;0.0;3.2;158.0;6.4;None;23.1;20.8;87.0;1008.4;0.0;0.0;23.1;23.1
26/02/2015-00:45;0.0;0.0;4.8;202.0;9.7;None;23.2;20.6;85.0;1008.43;0.0;0.0;23.2;23.2
26/02/2015-00:50;0.0;0.0;1.6;225.0;4.8;None;23.3;20.7;85.0;1008.33;0.0;0.0;23.3;23.3
26/02/2015-00:55;0.0;0.0;1.6;202.0;6.4;None;23.4;20.7;85.0;1008.23;0.0;0.0;23.4;23.4
26/02/2015-01:00;0.0;0.0;3.2;202.0;6.4;None;23.4;20.9;86.0;1008.16;0.0;0.0;23.4;23.4
26/02/2015-01:05;0.0;0.0;4.8;225.0;6.4;None;23.4;20.7;85.0;1008.09;0.0;0.0;23.4;23.4
26/02/2015-01:10;0.0;0.0;3.2;202.0;6.4;None;23.4;20.7;85.0;1008.16;0.0;0.0;23.4;23.4
26/02/2015-01:15;0.0;0.0;3.2;225.0;4.8;None;23.4;20.7;85.0;1008.13;0.0;0.0;23.4;23.4
26/02/2015-01:20;0.0;0.0;1.6;248.0;4.8;None;23.3;20.9;86.0;1008.13;0.0;0.0;23.3;23.3
26/02/2015-01:25;0.0;0.0;4.8;225.0;6.4;None;23.3;20.8;86.0;1008.09;0.0;0.0;23.3;23.3
26/02/2015-01:30;0.0;0.0;3.2;202.0;6.4;None;23.3;20.6;85.0;1008.06;0.0;0.0;23.3;23.3
26/02/2015-01:35;0.0;0.0;3.2;202.0;4.8;None;23.2;20.8;86.0;1007.99;0.0;0.0;23.2;23.2
26/02/2015-01:40;0.0;0.0;3.2;225.0;4.8;None;23.1;20.7;86.0;1007.99;0.0;0.0;23.1;23.1
26/02/2015-01:45;0.0;0.0;3.2;225.0;6.4;None;23.1;20.6;86.0;1007.89;0.0;0.0;23.1;23.1
26/02/2015-01:50;0.0;0.0;4.8;225.0;6.4;None;22.9;20.5;86.0;1007.76;0.0;0.0;22.9;22.9
26/02/2015-01:55;0.0;0.0;3.2;225.0;4.8;None;22.9;20.4;86.0;1007.62;0.0;0.0;22.9;22.9
26/02/2015-02:00;0.0;0.0;1.6;225.0;4.8;None;22.8;20.5;87.0;1007.59;0.0;0.0;22.8;22.8
26/02/2015-02:05;0.0;0.0;0.0;None;4.8;None;22.7;20.5;87.0;1007.69;0.0;0.0;22.7;22.7
26/02/2015-02:10;0.0;0.0;1.6;158.0;6.4;None;22.6;20.4;87.0;1007.59;0.0;0.0;22.6;22.6
26/02/2015-02:15;0.0;0.0;1.6;202.0;4.8;None;22.6;20.1;86.0;1007.52;0.0;0.0;22.6;22.6
26/02/2015-02:20;0.0;0.0;1.6;202.0;3.2;None;22.6;20.4;87.0;1007.52;0.0;0.0;22.6;22.6
26/02/2015-02:25;0.0;0.0;1.6;225.0;4.8;None;22.6;20.4;87.0;1007.42;0.0;0.0;22.6;22.6
26/02/2015-02:30;0.0;0.0;3.2;225.0;4.8;None;22.6;20.3;87.0;1007.45;0.0;0.0;22.6;22.6
26/02/2015-02:35;0.0;0.0;4.8;225.0;6.4;None;22.4;20.4;88.0;1007.42;0.0;0.0;22.4;22.4
26/02/2015-02:40;0.0;0.0;3.2;225.0;4.8;None;22.4;20.3;88.0;1007.42;0.0;0.0;22.4;22.4
26/02/2015-02:45;0.0;0.0;0.0;None;3.2;None;22.3;20.2;88.0;1007.42;0.0;0.0;22.3;22.3
26/02/2015-02:50;0.0;0.0;3.2;225.0;6.4;None;22.2;20.2;88.0;1007.38;0.0;0.0;22.2;22.2
26/02/2015-02:55;0.0;0.0;3.2;225.0;6.4;None;22.2;20.3;89.0;1007.28;0.0;0.0;22.2;22.2
26/02/2015-03:00;0.0;0.0;3.2;225.0;8.0;None;22.2;20.0;87.0;1007.28;0.0;0.0;22.2;22.2
26/02/2015-03:05;0.0;0.0;3.2;158.0;6.4;None;22.3;20.1;87.0;1007.32;0.0;0.0;22.3;22.3
26/02/2015-03:10;0.0;0.0;4.8;225.0;12.9;None;22.5;20.1;86.0;1007.28;0.0;0.0;22.5;22.5
26/02/2015-03:15;0.0;0.0;3.2;225.0;6.4;None;22.6;20.1;86.0;1007.21;0.0;0.0;22.6;22.6
26/02/2015-03:20;0.0;0.0;1.6;225.0;4.8;None;22.6;20.3;87.0;1007.25;0.0;0.0;22.6;22.6
26/02/2015-03:25;0.0;0.0;1.6;202.0;4.8;None;22.5;20.2;87.0;1007.32;0.0;0.0;22.5;22.5
26/02/2015-03:30;0.0;0.0;1.6;202.0;4.8;None;22.4;20.2;87.0;1007.38;0.0;0.0;22.4;22.4
26/02/2015-03:35;0.0;0.0;3.2;225.0;4.8;None;22.3;20.1;87.0;1007.38;0.0;0.0;22.3;22.3
26/02/2015-03:40;0.0;0.0;1.6;225.0;4.8;None;22.3;20.0;87.0;1007.42;0.0;0.0;22.3;22.3
26/02/2015-03:45;0.0;0.0;4.8;225.0;6.4;None;22.2;20.0;87.0;1007.38;0.0;0.0;22.2;22.2
26/02/2015-03:50;0.0;0.0;4.8;225.0;6.4;None;22.1;19.9;87.0;1007.35;0.0;0.0;22.1;22.1
26/02/2015-03:55;0.0;0.0;6.4;225.0;8.0;None;22.1;19.8;87.0;1007.48;0.0;0.0;22.1;22.1
26/02/2015-04:00;0.0;0.0;4.8;225.0;6.4;None;22.0;19.9;88.0;1007.55;0.0;0.0;22.0;22.0
26/02/2015-04:05;0.0;0.0;4.8;225.0;6.4;None;22.0;19.8;87.0;1007.55;0.0;0.0;22.0;22.0
26/02/2015-04:10;0.0;0.0;4.8;225.0;8.0;None;21.9;19.6;87.0;1007.48;0.0;0.0;21.9;21.9
26/02/2015-04:15;0.0;0.0;6.4;225.0;8.0;None;21.8;19.8;88.0;1007.48;0.0;0.0;21.8;21.8
26/02/2015-04:20;0.0;0.0;4.8;225.0;6.4;None;21.8;19.5;87.0;1007.48;0.0;0.0;21.8;21.8
26/02/2015-04:25;0.0;0.0;4.8;225.0;6.4;None;21.8;19.7;88.0;1007.48;0.0;0.0;21.8;21.8
26/02/2015-04:30;0.0;0.0;6.4;225.0;8.0;None;21.7;19.5;87.0;1007.48;0.0;0.0;21.7;21.7
26/02/2015-04:35;0.0;0.0;6.4;225.0;8.0;None;21.8;19.5;87.0;1007.48;0.0;0.0;21.8;21.8
26/02/2015-04:40;0.0;0.0;4.8;225.0;8.0;None;21.7;19.5;87.0;1007.48;0.0;0.0;21.7;21.7
26/02/2015-04:45;0.0;0.0;4.8;225.0;8.0;None;21.8;19.4;86.0;1007.45;0.0;0.0;21.8;21.8
26/02/2015-04:50;0.0;0.0;4.8;225.0;8.0;None;21.8;19.4;86.0;1007.48;0.0;0.0;21.8;21.8
26/02/2015-04:55;0.0;0.0;6.4;225.0;9.7;None;21.8;19.4;86.0;1007.42;0.0;0.0;21.8;21.8
26/02/2015-05:00;0.0;0.0;6.4;225.0;9.7;None;21.8;19.4;86.0;1007.42;0.0;0.0;21.8;21.8
26/02/2015-05:05;0.0;0.0;8.0;225.0;9.7;None;21.8;19.4;86.0;1007.38;0.0;0.0;21.8;21.8
26/02/2015-05:10;0.0;0.0;6.4;225.0;9.7;None;21.8;19.4;86.0;1007.42;0.0;0.0;21.8;21.8
26/02/2015-05:15;0.0;0.0;6.4;225.0;8.0;None;21.7;19.1;85.0;1007.35;0.0;0.0;21.7;21.7
26/02/2015-05:20;0.0;0.0;3.2;202.0;6.4;None;21.7;19.1;85.0;1007.38;0.0;0.0;21.7;21.7
26/02/2015-05:25;0.0;0.0;4.8;225.0;6.4;None;21.8;19.2;85.0;1007.48;0.0;0.0;21.8;21.8
26/02/2015-05:30;0.0;0.0;6.4;225.0;9.7;None;21.7;19.1;85.0;1007.48;0.0;0.0;21.7;21.7
26/02/2015-05:35;0.0;0.0;4.8;225.0;8.0;None;21.7;19.1;85.0;1007.45;0.0;0.0;21.7;21.7
26/02/2015-05:40;0.0;0.0;4.8;225.0;6.4;None;21.7;19.1;85.0;1007.52;0.0;0.0;21.7;21.7
26/02/2015-05:45;0.0;0.0;4.8;225.0;8.0;None;21.7;19.1;85.0;1007.52;0.0;0.0;21.7;21.7
26/02/2015-05:50;0.0;0.0;4.8;225.0;9.7;None;21.7;19.1;85.0;1007.59;0.0;0.0;21.7;21.7
26/02/2015-05:55;0.0;0.0;3.2;225.0;6.4;None;21.7;19.1;85.0;1007.65;0.0;0.0;21.7;21.7
26/02/2015-06:00;0.0;0.0;3.2;225.0;6.4;None;21.7;19.1;85.0;1007.79;0.0;0.0;21.7;21.7
26/02/2015-06:05;0.0;0.0;4.8;225.0;8.0;None;21.8;19.2;85.0;1007.79;0.0;0.0;21.8;21.8
26/02/2015-06:10;0.0;0.0;4.8;225.0;6.4;None;21.8;19.2;85.0;1007.82;0.0;0.0;21.8;21.8
26/02/2015-06:15;0.0;0.0;4.8;225.0;8.0;None;21.8;19.2;85.0;1007.96;0.0;0.0;21.8;21.8
26/02/2015-06:20;0.0;0.0;6.4;225.0;9.7;None;21.8;19.2;85.0;1007.99;0.0;5.0;21.8;21.8
26/02/2015-06:25;0.0;0.0;6.4;225.0;9.7;None;21.8;19.2;85.0;1008.03;0.0;9.0;21.8;21.8
26/02/2015-06:30;0.0;0.0;6.4;225.0;9.7;None;21.8;19.2;85.0;1008.16;0.0;12.0;21.8;21.8
26/02/2015-06:35;0.0;0.0;6.4;225.0;9.7;None;21.9;19.3;85.0;1008.09;0.0;15.0;21.9;21.9
26/02/2015-06:40;0.0;0.0;6.4;225.0;9.7;None;21.9;19.3;85.0;1008.13;0.0;18.0;21.9;21.9
26/02/2015-06:45;0.0;0.0;4.8;225.0;6.4;None;22.1;19.2;84.0;1008.23;0.0;20.0;22.1;22.1
26/02/2015-06:50;0.0;0.0;6.4;225.0;9.7;None;22.2;19.4;84.0;1008.23;0.0;22.0;22.2;22.2
26/02/2015-06:55;0.0;0.0;6.4;225.0;9.7;None;22.4;19.6;84.0;1008.26;0.0;23.0;22.4;22.4
26/02/2015-07:00;0.0;0.0;6.4;225.0;8.0;None;22.6;19.5;83.0;1008.33;0.0;25.0;22.6;22.6
26/02/2015-07:05;0.0;0.0;3.2;225.0;4.8;None;22.7;19.7;83.0;1008.4;0.0;29.0;22.7;22.7
26/02/2015-07:10;0.0;0.0;3.2;225.0;4.8;None;22.9;20.3;85.0;1008.53;0.0;28.0;22.9;22.9
26/02/2015-07:15;0.0;0.0;0.0;None;3.2;None;23.2;20.3;84.0;1008.5;0.0;30.0;23.2;23.2
26/02/2015-07:20;0.0;0.0;1.6;225.0;4.8;None;23.3;20.3;83.0;1008.57;0.0;31.0;23.3;23.3
